Employee Name,Employee ID,Applicant Source,Status,CV Submission Date,CV Review,HR Interview Date,HR Interview,Hiring  Date,Manager Interview,Gender,Department,Job Type,Exit Date,Exit Type,Exit Reason,Years of Experience,Salary,Bonus,Last Performance Rating,Promotion Date,Training Hours Completed,Satisfaction Score,Engagement Score,Number of  Leaves
Madeline Perez,70db4ef0,Agency,Hired,13-02-2020,Failed,16-03-2020,Passed,14-11-2020,Passed,Male,HR,Part-time,,,Retirement,19,99671,1143,5,,26,10,3,4
James Anderson,99e70b0b,Agency,Hired,31-01-2020,Passed,15-07-2020,Passed,12-01-2023,Passed,Other,Finance,Contract,21-04-2024,Voluntary,,30,69804,16955,1,,51,1,4,9
Kim White,3ce73fc3,Agency,Hired,03-12-2022,Passed,01-09-2022,Passed,13-04-2020,Passed,Other,Finance,Contract,10-09-2021,Involuntary,Termination,9,123449,14317,4,03-07-2024,147,1,1,9
Becky Gray,511943ed,Online Application,New hire,23-08-2022,Passed,30-12-2020,Passed,31-03-2020,Passed,Female,Operations,Part-time,,Voluntary,Layoff,1,58461,19852,3,,166,3,1,14
Dawn Schmidt,b8da743c,Agency,Hired,02-02-2024,Failed,13-05-2020,Passed,09-10-2022,Passed,Male,Operations,Part-time,14-04-2020,Involuntary,Termination,22,145861,12138,4,,9,7,3,7
Joshua Rivas,ed9160a8,Online Application,Hired,02-12-2022,Failed,03-12-2021,Passed,31-08-2022,Failed,Male,IT,Part-time,,Voluntary,,24,140553,15567,1,,78,10,9,6
Brian White,a042c362,Agency,New hire,06-06-2021,Passed,20-06-2021,Passed,26-05-2022,Passed,Other,IT,Full-time,,Involuntary,,17,135162,19675,5,17-08-2022,72,2,1,0
Sharon Hayes,505b588c,Online Application,Hired,09-12-2022,Failed,26-05-2020,Passed,10-12-2023,Passed,Other,Operations,Contract,,Voluntary,,22,47602,18806,5,,24,1,1,11
Julie Waters,45613665,Internal,New hire,02-11-2021,Passed,01-07-2023,Passed,22-10-2022,Passed,Female,Marketing,Full-time,,Voluntary,,22,65506,2757,4,,164,2,6,9
Heather Green,f582723e,Internal,Hired,05-04-2020,Failed,04-03-2022,Passed,15-02-2022,Passed,Other,Sales,Contract,,Involuntary,Other,23,65984,16367,1,,118,10,4,6
Lindsay Mitchell,6a01244d,Agency,Hired,06-11-2023,Passed,21-06-2024,Failed,03-03-2021,Failed,Female,Marketing,Full-time,,Involuntary,Retirement,30,108896,14324,3,,24,10,1,0
Lawrence Jennings,31768056,Internal,Hired,17-06-2022,Passed,27-11-2023,Failed,20-01-2022,Passed,Female,Sales,Part-time,,Voluntary,Retirement,4,42512,14907,3,09-01-2023,117,1,6,13
Virginia Nguyen,93cf0818,Internal,Hired,20-04-2021,Failed,03-12-2022,Failed,26-11-2020,Failed,Other,HR,Part-time,,Voluntary,Personal Reasons,24,142472,15044,4,,32,10,7,8
Donna Graham,f1608e8a,Agency,Hired,26-04-2023,Passed,15-01-2024,Passed,16-07-2023,Failed,Other,IT,Contract,,Voluntary,Layoff,7,133272,13941,4,29-12-2021,190,6,9,10
Sally Mitchell,f40259e7,Internal,Hired,24-01-2020,Failed,30-01-2023,Passed,18-04-2024,Failed,Male,Sales,Full-time,,Involuntary,Other,14,87883,15470,3,,191,3,4,12
Kenneth Smith,a3638105,Online Application,Hired,09-10-2023,Passed,28-03-2023,Failed,20-11-2023,Passed,Other,Sales,Full-time,,Voluntary,Retirement,1,84685,7885,3,,75,4,8,10
Jennifer Kirby,047b864b,Online Application,Hired,15-04-2023,Passed,13-09-2021,Passed,12-04-2023,Failed,Other,Sales,Part-time,03-01-2024,Involuntary,Termination,21,68238,7808,1,,107,3,9,8
Jeremy Chan,4.04E+190,Online Application,Hired,30-07-2020,Passed,28-10-2021,Passed,29-12-2023,Failed,Other,IT,Part-time,01-04-2020,Involuntary,Retirement,11,96445,11268,3,17-10-2021,180,6,6,7
Jennifer Ward,ab43d31e,Online Application,Hired,09-11-2020,Failed,06-12-2022,Passed,05-04-2020,Passed,Male,IT,Full-time,,Voluntary,Other,29,89393,16855,3,,8,9,6,9
Laurie Spencer,c434ebb0,Internal,Hired,28-02-2021,Failed,10-03-2024,Passed,23-09-2021,Failed,Male,Operations,Part-time,10-06-2021,,Termination,17,86887,16990,3,,32,5,4,2
Brooke Cruz,af70d693,Agency,New hire,07-05-2020,Failed,16-06-2024,Passed,08-01-2024,Passed,Other,Sales,Part-time,,Voluntary,Layoff,29,80777,18138,4,,83,8,9,8
Jonathan Berry,2681dded,Online Application,Hired,14-11-2022,Failed,31-07-2023,Passed,17-01-2020,Failed,Female,IT,Full-time,,Involuntary,Other,3,104311,3030,1,,145,3,5,7
Nathan Hayes,437bb6cc,Online Application,Hired,25-05-2021,Failed,15-04-2023,Passed,28-04-2022,Passed,Male,HR,Contract,31-05-2021,Voluntary,Retirement,5,105447,10801,5,,74,9,10,3
Michael Robinson,40baeaec,Agency,Hired,26-04-2023,Passed,17-09-2022,Failed,06-04-2022,Failed,Other,Operations,Part-time,01-04-2020,,Layoff,29,61902,13617,4,14-04-2022,52,2,2,10
Angela Spears,f8a2980d,Internal,Hired,13-02-2022,Failed,13-06-2021,Failed,01-04-2022,Passed,Female,IT,Part-time,,Voluntary,,14,97807,5896,1,,119,9,6,14
Kelli Wilson,068b2a02,Agency,Hired,13-07-2023,Passed,30-09-2023,Passed,10-12-2021,Passed,Other,Sales,Part-time,01-04-2020,Involuntary,Personal Reasons,27,147335,3909,1,19-06-2021,60,7,7,1
Michael Mcintyre,2f5f7e36,Online Application,Hired,09-06-2021,Passed,30-10-2023,Failed,21-10-2022,Passed,Other,Marketing,Contract,07-07-2021,Involuntary,Termination,8,56307,9000,1,,14,1,9,12
Shawn Jacobs,5ac88441,Online Application,Hired,11-08-2020,Passed,15-06-2021,Failed,27-03-2023,Failed,Male,Operations,Full-time,01-04-2020,Involuntary,Termination,21,136373,14290,5,07-07-2022,73,6,2,1
Jean Rosales,8ab7c883,Online Application,Hired,09-03-2020,Failed,26-12-2020,Passed,30-04-2020,Failed,Other,IT,Part-time,27-05-2023,Involuntary,Personal Reasons,14,103245,2331,3,,165,7,10,9
Jerry Beasley,b077daa3,Internal,Hired,13-06-2020,Passed,09-11-2020,Failed,01-01-2020,Passed,Female,HR,Part-time,,Voluntary,,2,107575,5782,2,,15,10,6,10
Gabriella Jefferson,e044c6fb,Internal,Hired,21-10-2021,Passed,30-01-2022,Passed,30-04-2021,Passed,Other,Marketing,Contract,01-04-2020,Involuntary,Layoff,25,63246,14141,5,16-06-2024,130,5,7,13
Brian Frye,ff329aa2,Internal,Hired,07-08-2023,Passed,10-01-2023,Failed,29-04-2023,Passed,Female,Finance,Full-time,,Voluntary,Retirement,11,82208,1064,1,,143,6,7,9
Erica Deleon,68c53e14,Online Application,Hired,26-12-2023,Passed,18-05-2024,Passed,24-11-2021,Passed,Male,Finance,Part-time,01-04-2020,,Retirement,25,49226,13754,3,20-10-2021,172,10,8,14
Alexandra Boone,9788d32b,Internal,Hired,10-11-2021,Failed,06-01-2023,Failed,14-06-2021,Failed,Male,Operations,Part-time,,Involuntary,Termination,11,130989,19829,3,,81,4,9,14
Todd Callahan,f280aebf,Online Application,Hired,25-05-2024,Failed,27-03-2021,Passed,22-05-2022,Failed,Male,HR,Full-time,01-04-2020,Involuntary,Termination,26,102103,13975,1,07-02-2020,4,10,2,14
John Franklin,75a6a45b,Internal,Hired,03-01-2023,Passed,29-10-2021,Passed,14-11-2022,Passed,Male,Sales,Full-time,01-04-2020,Voluntary,Other,30,140036,12129,1,08-10-2022,134,10,9,2
Robin Shepard,828585b2,Online Application,Hired,03-07-2020,Passed,06-01-2024,Failed,09-09-2021,Passed,Male,HR,Part-time,,Voluntary,Layoff,21,103143,11982,1,,87,4,7,13
Ian Gibbs,25286947,Agency,Hired,31-12-2023,Passed,26-07-2023,Passed,25-04-2022,Failed,Male,HR,Full-time,,Involuntary,Termination,20,109861,3855,4,,149,2,4,4
James Moore,03dc3bc5,Online Application,Hired,29-06-2023,Failed,21-06-2021,Passed,25-02-2022,Failed,Female,IT,Contract,,Voluntary,Layoff,20,112423,2447,5,,48,5,8,6
Ronald Garcia,17a7ac43,Agency,Hired,18-08-2020,Passed,29-05-2023,Passed,11-04-2021,Failed,Other,Marketing,Full-time,01-04-2020,Involuntary,Layoff,4,49165,14335,1,07-07-2020,186,1,8,14
Shaun Smith,6d51f48e,Agency,Hired,20-08-2022,Failed,27-08-2023,Failed,17-02-2024,Failed,Female,IT,Part-time,,,Retirement,6,71095,10940,4,,123,3,1,14
Oscar Stuart,5422c8f2,Internal,Hired,04-05-2021,Passed,26-03-2024,Failed,02-05-2022,Passed,Male,IT,Full-time,,Involuntary,Termination,8,100809,1578,5,26-10-2021,57,7,9,13
Daniel Santana,f80b6bd4,Agency,Hired,30-05-2022,Failed,20-03-2021,Passed,08-08-2023,Passed,Male,Finance,Contract,29-08-2021,,Other,7,96492,4145,4,03-03-2024,184,2,1,14
Joshua Clark,90a1ac57,Agency,Hired,04-01-2020,Passed,07-11-2023,Failed,23-06-2024,Passed,Female,Sales,Contract,,Involuntary,,20,93495,2833,4,,10,4,3,6
Norma Murphy,bffb1510,Online Application,Hired,25-04-2022,Failed,28-08-2021,Failed,18-02-2024,Passed,Male,HR,Full-time,,Involuntary,,18,83002,8525,3,,127,9,9,12
Chad Williams,c4ce9190,Agency,Hired,20-08-2021,Passed,12-11-2022,Passed,01-05-2020,Failed,Other,Sales,Contract,,,Personal Reasons,6,90165,7260,4,,118,7,5,10
Tracy Williams,a27ab787,Internal,Hired,02-02-2022,Failed,19-07-2020,Failed,01-09-2022,Failed,Other,Finance,Full-time,12-01-2022,Voluntary,,11,99417,9102,5,,70,8,2,11
Helen Holt,febe0228,Agency,Hired,18-08-2022,Passed,28-05-2020,Passed,30-10-2021,Passed,Other,Sales,Contract,14-02-2024,Involuntary,Other,1,84639,11566,2,,157,5,9,9
Timothy Jordan,287ac941,Internal,Hired,07-07-2020,Failed,26-07-2020,Failed,17-04-2021,Failed,Other,Sales,Part-time,28-09-2020,Involuntary,Personal Reasons,6,121019,13053,1,,44,2,3,1
Krystal Wilkerson,b1f859f3,Online Application,New hire,24-08-2022,Passed,11-12-2023,Passed,14-08-2021,Failed,Male,IT,Full-time,06-03-2022,,Layoff,21,132219,17262,4,,58,4,3,1
Breanna Gomez,6e469a00,Online Application,Hired,03-08-2020,Passed,16-06-2022,Failed,07-08-2023,Failed,Male,IT,Part-time,13-02-2024,Involuntary,Other,23,58577,11339,1,,47,6,5,2
Scott Woods,ffa8eb62,Internal,Hired,30-03-2020,Passed,25-04-2021,Failed,10-08-2022,Passed,Female,Marketing,Part-time,,Involuntary,Termination,27,134944,8977,4,22-04-2023,6,8,7,13
Barbara Ortega,8d674412,Agency,Hired,15-12-2022,Failed,27-09-2023,Passed,20-03-2022,Passed,Other,IT,Contract,,Voluntary,,26,145434,12998,1,19-12-2023,131,8,3,2
Julie Barker,c9ff7956,Agency,Hired,07-10-2023,Failed,26-07-2023,Passed,18-05-2021,Failed,Female,IT,Part-time,21-07-2023,Voluntary,Layoff,25,54082,15496,3,18-12-2021,10,7,7,6
Grace Johnson,4c56528f,Online Application,New hire,26-12-2023,Failed,01-05-2021,Passed,10-01-2024,Passed,Female,IT,Full-time,,,Personal Reasons,24,148425,12918,4,,131,4,7,6
Jennifer Johnson,187cb47a,Internal,Hired,19-07-2023,Failed,18-11-2022,Failed,02-05-2023,Failed,Other,Sales,Part-time,,Involuntary,Retirement,15,108747,6768,3,02-04-2024,89,3,3,10
Samuel Todd,65ec3d64,Online Application,New hire,13-10-2022,Passed,26-09-2023,Passed,17-07-2021,Failed,Male,HR,Part-time,,Voluntary,,18,136142,8315,2,,27,6,7,10
Sarah Owens,aea36f52,Online Application,New hire,25-03-2023,Failed,04-08-2022,Passed,25-11-2021,Passed,Female,Finance,Part-time,30-04-2023,Voluntary,Personal Reasons,19,118604,12459,3,11-05-2022,159,6,9,13
James Valdez,5cb5c3be,Internal,New hire,25-01-2020,Failed,23-10-2022,Passed,18-02-2021,Failed,Other,Sales,Full-time,26-10-2021,Voluntary,Termination,4,138922,18649,2,,185,4,10,0
Rachel Hayes,5e866c09,Online Application,Hired,24-10-2021,Passed,02-02-2023,Passed,19-01-2023,Failed,Other,Finance,Full-time,10-06-2021,Involuntary,Layoff,21,100929,16861,4,08-03-2020,99,7,6,0
Michael Cole,1c17187c,Agency,Hired,10-06-2021,Failed,28-12-2020,Failed,13-08-2021,Passed,Female,Sales,Part-time,,Involuntary,Retirement,15,141614,6134,5,,79,9,4,8
Christine Liu,58d948d8,Internal,New hire,30-04-2020,Passed,27-01-2022,Passed,01-09-2021,Passed,Male,Finance,Contract,10-06-2021,Voluntary,Personal Reasons,15,133953,9946,4,18-07-2022,119,5,7,2
Devon Bond,6ac8eace,Online Application,Hired,31-03-2024,Failed,04-12-2022,Passed,08-06-2022,Failed,Male,Sales,Full-time,12-02-2022,Voluntary,,18,84773,19265,4,,51,6,5,2
Christopher Hill,0eea7e15,Agency,Hired,02-09-2024,Failed,28-05-2020,Passed,09-06-2021,Passed,Other,Sales,Contract,10-06-2021,Voluntary,,27,77822,3340,3,20-11-2022,183,8,3,7
Angela Leonard,5564f5db,Online Application,Hired,20-06-2024,Failed,09-01-2024,Passed,02-02-2024,Passed,Male,Sales,Contract,,Involuntary,,8,146071,1941,1,,113,8,4,0
Julie Chase,94912659,Internal,Hired,14-05-2021,Passed,09-01-2024,Failed,02-05-2023,Failed,Male,Marketing,Contract,,Voluntary,Retirement,6,140589,9805,4,,16,2,4,1
Rebecca Parks,9b6a9b47,Internal,Hired,08-08-2020,Failed,21-09-2022,Failed,12-09-2022,Passed,Male,Operations,Full-time,,Involuntary,Personal Reasons,10,48903,2341,4,17-05-2021,150,8,10,8
Derek Thomas,83b14b4f,Agency,Hired,30-09-2022,Passed,20-08-2020,Passed,04-08-2022,Passed,Female,HR,Contract,,Voluntary,Layoff,26,146268,3097,5,,153,8,6,15
Christopher Price,b6bc66af,Agency,Hired,15-05-2021,Passed,25-02-2023,Failed,30-10-2022,Passed,Other,HR,Contract,,Involuntary,Personal Reasons,12,129916,5495,4,,164,6,7,15
Dale Kim,c6e6ac23,Online Application,New hire,26-03-2022,Passed,28-03-2020,Passed,28-02-2022,Failed,Female,Finance,Full-time,03-04-2020,,Other,13,111413,4697,5,14-04-2023,128,6,5,11
Mark Johnson,1874b209,Online Application,New hire,01-05-2022,Failed,18-04-2021,Passed,19-12-2021,Failed,Female,Finance,Contract,,,Retirement,23,93480,9327,3,01-03-2023,177,7,1,7
Mark Stephens,13519bde,Online Application,Hired,04-02-2022,Passed,12-10-2023,Failed,28-08-2022,Passed,Female,Operations,Part-time,,Involuntary,Personal Reasons,4,114184,3468,4,,9,7,6,14
Brandon Mathews,3590aed3,Online Application,Hired,11-03-2020,Failed,19-10-2022,Passed,23-02-2023,Failed,Male,Marketing,Part-time,09-12-2020,,Personal Reasons,30,96155,8293,5,,61,3,6,4
Toni Johnson,9c2eef88,Online Application,Hired,07-05-2024,Failed,05-12-2022,Passed,15-04-2021,Passed,Other,IT,Contract,22-03-2021,Involuntary,,18,94186,9116,3,20-10-2021,147,1,7,10
Robert Mullen,1019a8d8,Internal,New hire,28-05-2022,Passed,23-09-2021,Passed,25-10-2022,Failed,Male,Marketing,Part-time,,Involuntary,Layoff,30,55496,8254,5,,25,10,3,7
Zachary Johnson,cd481d3e,Internal,Hired,23-08-2020,Failed,12-02-2023,Passed,03-02-2022,Failed,Female,Sales,Part-time,,Voluntary,Termination,12,115629,3462,3,,142,8,9,8
Dr. Jennifer Garrett,e9f19dc4,Internal,Hired,21-07-2020,Failed,01-02-2024,Failed,08-08-2022,Passed,Other,IT,Part-time,,Involuntary,Other,8,56219,2437,3,,49,3,5,9
Dennis Spencer,2d231317,Agency,Hired,23-05-2020,Failed,04-11-2023,Failed,06-08-2024,Failed,Other,Sales,Full-time,,Involuntary,Retirement,15,49486,10088,3,,179,9,5,4
Brian Blair,7da6bfed,Online Application,Hired,07-12-2022,Failed,09-06-2020,Passed,10-09-2021,Passed,Male,HR,Part-time,22-03-2021,Involuntary,Other,8,122422,12938,2,26-04-2021,71,6,9,3
Ethan Kelly,8beee4c1,Agency,New hire,22-12-2021,Failed,24-05-2023,Passed,03-02-2022,Passed,Male,Marketing,Contract,,Voluntary,Retirement,8,135899,7052,1,,126,9,7,10
Matthew Jackson,d417602d,Agency,Hired,03-03-2023,Failed,19-02-2024,Failed,07-05-2023,Passed,Other,IT,Full-time,,Involuntary,,23,59209,13274,1,,153,1,8,3
Mary Simmons,373f868a,Online Application,New hire,13-03-2021,Passed,19-10-2022,Failed,10-02-2020,Failed,Other,Finance,Part-time,22-03-2021,,Retirement,28,71817,15265,1,18-01-2023,47,5,6,15
Danielle White,ded55dce,Agency,Hired,06-07-2024,Passed,12-02-2023,Passed,05-05-2024,Failed,Male,Finance,Part-time,23-06-2021,Voluntary,Other,7,105868,13334,5,,59,1,6,6
Jerry Williams,8db8d2f2,Agency,Hired,05-11-2023,Failed,26-06-2021,Failed,13-06-2023,Passed,Other,Finance,Contract,,Involuntary,,18,102995,12270,1,,37,6,7,9
Mary Jordan,14be36db,Agency,Hired,03-06-2023,Failed,08-02-2022,Passed,31-07-2020,Passed,Female,Finance,Part-time,22-03-2021,,Termination,6,47869,13728,3,07-07-2020,25,9,9,8
Kimberly Bentley,1e99f81f,Agency,Hired,07-02-2020,Failed,06-10-2023,Passed,13-12-2021,Failed,Female,Operations,Full-time,,,Personal Reasons,19,125576,3842,4,,143,8,10,1
Janet Green,029ef68d,Agency,Hired,23-06-2021,Passed,27-10-2022,Passed,06-03-2023,Passed,Other,IT,Part-time,,Involuntary,,23,88975,10487,3,,74,4,4,12
Donna Kennedy,bb9abbb7,Agency,Hired,02-01-2022,Passed,24-09-2023,Failed,11-03-2020,Failed,Other,Finance,Part-time,,Voluntary,Retirement,8,101880,15244,5,06-01-2021,167,4,9,4
Mark Hurley,0f8cb925,Agency,Hired,23-12-2022,Failed,18-08-2022,Failed,12-07-2024,Failed,Other,HR,Part-time,,Involuntary,Layoff,13,97213,7409,1,,60,6,8,7
Andrew Weeks,b44016d4,Agency,Hired,05-06-2024,Failed,30-05-2024,Passed,23-07-2023,Passed,Male,IT,Contract,,,,27,74404,11220,5,,103,6,8,12
Michael Hawkins,a1d64cb6,Internal,Hired,10-09-2020,Failed,19-06-2022,Failed,06-09-2021,Failed,Female,Sales,Full-time,01-04-2024,Involuntary,Other,7,137482,14332,2,29-04-2021,130,2,1,8
Robert Jacobson,2d50f4d5,Online Application,New hire,31-08-2023,Passed,04-09-2020,Passed,23-05-2024,Failed,Male,Finance,Full-time,,Voluntary,Personal Reasons,16,138281,9770,1,,111,5,1,2
Dawn Dawson,59d0060f,Agency,Hired,30-01-2020,Failed,03-07-2024,Passed,30-07-2022,Failed,Female,HR,Full-time,01-04-2024,Involuntary,Layoff,11,134431,6057,4,18-10-2022,134,6,5,10
Jesse Miller,7a836bdd,Internal,New hire,05-10-2021,Failed,19-05-2023,Failed,12-03-2023,Failed,Female,HR,Full-time,,Involuntary,Termination,8,146978,7754,3,,33,8,3,15
Kristi Butler,75ecbc45,Internal,Hired,17-12-2022,Passed,01-03-2021,Passed,24-02-2021,Failed,Female,Operations,Part-time,,,,18,105422,14233,4,,32,7,8,11
Dawn Ramirez,5351c827,Agency,Hired,17-12-2023,Failed,10-12-2020,Passed,24-07-2021,Passed,Female,Operations,Part-time,06-03-2024,Voluntary,Termination,14,123654,12564,1,,46,8,4,7
Sean Dyer,1469fd3d,Agency,Hired,15-08-2022,Failed,04-08-2023,Passed,05-06-2022,Failed,Male,HR,Part-time,01-04-2024,Involuntary,Termination,28,119443,5869,1,13-05-2024,166,1,10,13
Russell Newman,e3195e96,Internal,Hired,01-02-2023,Failed,19-09-2021,Failed,16-05-2022,Passed,Male,HR,Part-time,,Involuntary,Layoff,9,45353,17408,4,03-02-2022,104,3,6,15
Anthony Hull,dde12dd6,Agency,Hired,12-08-2023,Passed,06-06-2024,Failed,09-10-2022,Failed,Other,IT,Full-time,28-03-2022,,Termination,27,122330,13535,1,,74,8,6,2
Michael Haynes,d6581fc6,Internal,Hired,21-10-2022,Passed,20-11-2021,Failed,29-09-2022,Failed,Other,Finance,Part-time,24-07-2022,,,15,96334,3842,2,,18,10,5,12
Madeline Hernandez,504ebd10,Internal,Hired,08-07-2020,Failed,28-11-2020,Passed,29-09-2022,Failed,Male,HR,Part-time,,Involuntary,Termination,23,103570,2207,2,,53,1,3,3
Roger Francis,5eab6716,Agency,Hired,07-09-2022,Failed,03-12-2020,Passed,17-01-2021,Passed,Male,Sales,Full-time,,Voluntary,Termination,10,62747,19132,5,,192,4,2,9
Kimberly Barron,1a7268cb,Online Application,New hire,22-05-2020,Passed,18-03-2021,Failed,28-11-2022,Failed,Other,IT,Contract,,Involuntary,Other,28,146178,4750,2,02-09-2024,128,2,6,13
Deborah Wade,3b593a7d,Agency,Hired,17-07-2021,Passed,03-07-2020,Passed,21-12-2022,Failed,Female,Finance,Part-time,,Involuntary,,2,86140,18141,5,,101,9,6,2
Joy Manning,bbcd3288,Online Application,Hired,30-04-2021,Failed,16-02-2024,Passed,13-06-2023,Failed,Other,HR,Part-time,,,Retirement,24,137182,15815,4,,128,10,4,1
Douglas Riley,efbf7745,Internal,Hired,07-06-2022,Failed,14-07-2020,Failed,16-08-2024,Failed,Male,HR,Contract,21-01-2021,Involuntary,Personal Reasons,24,99049,1274,2,02-06-2023,148,4,3,7
Jacqueline Solomon,fe255556,Internal,Hired,25-02-2024,Failed,28-09-2022,Passed,29-12-2022,Failed,Male,Finance,Contract,31-05-2023,Voluntary,Personal Reasons,10,84134,1597,3,,26,2,5,9
Gerald Wright,73e2cdc5,Internal,Hired,14-04-2023,Passed,07-03-2020,Passed,24-10-2022,Failed,Female,IT,Part-time,,,Personal Reasons,19,115717,16980,4,,58,3,6,11
Susan Foster,4e29b873,Agency,New hire,18-05-2023,Passed,29-09-2021,Failed,22-07-2022,Passed,Female,Operations,Full-time,09-08-2023,Voluntary,Layoff,26,133703,11323,4,,12,9,9,9
Diane Flowers,dc69a03f,Online Application,Hired,07-11-2021,Failed,05-02-2021,Failed,17-04-2024,Passed,Female,Finance,Part-time,,,Personal Reasons,20,70575,7451,1,,37,7,7,13
Rachel Holmes,1efe056c,Online Application,Hired,02-05-2022,Passed,02-10-2022,Failed,14-10-2022,Passed,Other,Operations,Part-time,,Voluntary,Personal Reasons,17,78196,13812,1,,61,4,9,12
Ralph Jimenez,4002e5b9,Online Application,Hired,07-07-2021,Passed,26-06-2024,Passed,09-06-2022,Passed,Female,Marketing,Contract,07-08-2021,,Other,17,127185,2281,3,,88,1,1,13
Nancy Ramos,b44319c9,Agency,Hired,19-07-2021,Failed,12-07-2021,Failed,16-04-2023,Failed,Other,Finance,Full-time,,Voluntary,,29,95384,15218,1,,81,6,6,2
Ashley Smith,bf3ab263,Online Application,Hired,25-01-2023,Passed,07-04-2024,Passed,16-05-2020,Passed,Male,Marketing,Full-time,,Involuntary,Personal Reasons,1,148624,1977,4,01-01-2023,179,2,10,15
David Cohen,84d3899c,Agency,Hired,14-02-2024,Failed,15-01-2021,Failed,20-05-2021,Passed,Other,HR,Contract,17-03-2024,Voluntary,Termination,9,120820,15638,5,,62,8,6,5
Sarah Jackson,47e32533,Agency,Hired,11-10-2022,Failed,04-12-2023,Passed,28-01-2023,Failed,Female,Marketing,Contract,13-04-2024,Involuntary,,28,57409,11648,3,19-11-2020,190,1,1,6
James Jacobs,348dfee7,Agency,Hired,19-11-2022,Passed,27-03-2024,Passed,27-09-2020,Failed,Other,Operations,Full-time,13-04-2024,Involuntary,Layoff,27,90349,19462,5,04-07-2021,137,1,4,14
Daniel Jacobson,192a86ba,Agency,Hired,25-02-2021,Passed,13-07-2021,Failed,29-12-2020,Failed,Male,Marketing,Full-time,13-04-2024,Involuntary,Termination,7,131411,15842,3,18-06-2024,157,2,2,4
Jessica Schultz,8093c12a,Agency,New hire,08-03-2024,Passed,22-03-2022,Passed,20-10-2023,Passed,Female,Operations,Contract,,Involuntary,Personal Reasons,7,101262,17051,3,08-03-2022,163,2,4,8
Brandy Kerr,ebae024a,Agency,Hired,24-01-2023,Passed,23-12-2023,Failed,06-10-2020,Passed,Male,Finance,Contract,,Involuntary,Personal Reasons,18,66613,18431,5,,167,10,1,2
Cheryl Williams,2b14bfe7,Agency,Hired,13-06-2024,Failed,31-07-2020,Passed,14-05-2021,Failed,Male,Marketing,Part-time,14-03-2023,Voluntary,Termination,10,68649,8807,3,,178,1,1,6
Whitney Pollard DVM,5e2cb499,Online Application,Hired,09-06-2024,Failed,11-01-2021,Passed,23-03-2023,Failed,Other,Marketing,Part-time,,Involuntary,Personal Reasons,13,123035,3189,5,,130,6,4,13
Jonathan Mills,5874b2df,Internal,Hired,22-03-2020,Failed,06-03-2023,Passed,14-05-2020,Passed,Other,IT,Contract,09-10-2022,Voluntary,Personal Reasons,8,141947,8941,1,18-12-2022,18,5,4,13
Andrew Lowe DDS,a6526b95,Online Application,Hired,02-05-2024,Passed,11-02-2021,Passed,20-06-2020,Failed,Other,HR,Contract,,Voluntary,,6,114492,17808,2,,53,4,8,11
Rachel Vasquez,4cb6f663,Online Application,Hired,11-05-2022,Failed,11-12-2020,Failed,08-11-2022,Failed,Other,HR,Contract,,Involuntary,Personal Reasons,14,116824,5993,5,17-08-2023,58,5,10,4
Jeffrey Bender,7380a459,Agency,Hired,10-01-2022,Passed,29-08-2023,Failed,03-12-2020,Passed,Other,Marketing,Part-time,,,Personal Reasons,11,42930,11672,3,,116,5,6,5
Tina Malone,7230ab20,Agency,Hired,07-04-2020,Passed,11-12-2022,Passed,10-03-2021,Passed,Female,HR,Part-time,,Voluntary,Layoff,6,147985,8844,1,,28,6,5,0
Tamara Ramirez,f1902947,Internal,Hired,14-02-2024,Failed,02-09-2021,Failed,26-04-2020,Failed,Other,Finance,Contract,,Involuntary,Layoff,4,54597,17029,3,24-06-2020,124,5,2,8
Michael Ramirez,52374d54,Internal,Hired,25-07-2021,Failed,25-08-2023,Passed,30-05-2022,Failed,Other,Finance,Full-time,24-04-2022,Voluntary,Retirement,21,123320,16615,1,16-04-2023,43,4,7,1
Jonathan Jenkins,a915db2b,Online Application,Hired,21-03-2024,Passed,31-01-2024,Passed,26-08-2020,Failed,Female,Marketing,Part-time,,Involuntary,Other,14,115167,9318,1,,31,5,9,7
George Craig,2d246726,Internal,New hire,04-05-2022,Passed,24-08-2020,Failed,07-10-2020,Failed,Other,Operations,Contract,30-12-2020,,Other,29,48363,13243,2,,0,8,2,5
Brianna Singleton,75bbd747,Agency,Hired,22-05-2024,Passed,29-04-2022,Passed,10-01-2023,Failed,Female,IT,Part-time,,Voluntary,Termination,26,116707,11656,1,,29,5,6,7
Bruce Bailey,8747cc1a,Agency,Hired,10-05-2022,Passed,09-09-2020,Passed,15-10-2021,Passed,Other,HR,Part-time,,Voluntary,Personal Reasons,21,129210,15778,2,,133,7,5,9
Jessica Stone,d12216cb,Online Application,Hired,29-09-2022,Passed,10-06-2020,Failed,15-12-2020,Failed,Male,Finance,Part-time,10-04-2021,Involuntary,Retirement,28,107240,12944,2,,153,5,5,3
Lauren Reyes,a0ea3501,Internal,Hired,17-08-2023,Passed,06-12-2021,Passed,01-05-2023,Passed,Other,Marketing,Contract,,Involuntary,Personal Reasons,27,68790,1149,1,14-04-2023,16,6,4,12
Tracy Montgomery,66b9c94f,Agency,Hired,02-08-2020,Passed,22-07-2021,Passed,12-12-2022,Passed,Female,Sales,Full-time,04-11-2022,,Other,24,76792,17263,3,,138,6,10,4
